path,formula
KAIST/TrainData2_11_sub_46.png,\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
MathBrush/200923-1254-104.png,{ \sum { 3 } - \int \mbox { B } dV }
MathBrush/200923-131-19.png,x ^ 2 + y ^ 2 = z ^ 2
HAMEX/formulaire014-equation073.png,10^{46}
2013/rit_42135_0.png,\times \rightarrow \infty
HAMEX/formulaire034-equation066.png,x_i=0
MfrDB/MfrDB1784.png,V = a \cdot b \cdot c
MfrDB/MfrDB1142.png,1 + 1 = 2
MathBrush/200923-1254-130.png,\mbox { A }
MfrDB/MfrDB3474.png,( \frac{1}{{m^{2}}} - \frac{3 m}{n} + \frac{2}{m n} )
MathBrush/2009220-1327-120.png,\mbox { n } \left ( { p \mbox { N } } \right )
KAIST/KME2G3_24_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
KAIST/KME2G3_30_sub_96.png,[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
MathBrush/200922-1017-98.png,\sum _ { { \mbox { n } = \beta } } ^ { 8 } { { - \mbox { r } } }
KAIST/TrainData2_13_sub_13.png,\frac{\mathrm{sin} \theta + \mathrm{cos} \theta + \tan \theta}{x + y + z}
MathBrush/200923-131-269.png,\alpha
MfrDB/MfrDB2450.png,\mathrm{sin} \frac{\pi}{4} = \mathrm{cos} \frac{\pi}{4} = \frac{\sqrt{2}}{2}
MfrDB/MfrDB3463.png,\sqrt{a} = {2^{- n}} \sqrt{{4^{n}} a}
expressmatch/95_Frank.png,b= c \mathrm{sin} B = c \mathrm{cos} A
KAIST/TrainData2_23_sub_9.png,\sqrt{b^{2} - 4 a c}
MathBrush/200923-131-164.png,{0.1\neq\left[\mbox{A}\right]}
MathBrush/200923-1553-59.png,9.1
2014/18_em_17.png,u(t)=\frac{u(0)}{1-tu(0)}
2016/UN_460_em_842.png,\sqrt{\frac{2}{\pi}}\mathrm{cos}{(t-\frac{3\pi}{4})}
2016/UN_465_em_966.png,2\mathrm{sin}(x-y)\mathrm{sin}(x+y)=\mathrm{cos}(2y)-\mathrm{cos}(2x)
2013/126_em_472.png,"(k_2,l_2)"
HAMEX/formulaire016-equation064.png,j = s
MfrDB/MfrDB0119.png,{1^{2}} + 3
MfrDB/MfrDB2027.png,\sqrt{\frac{1}{n} \sum_{k = 1}^{n} {( a_{k} )^{2}}} \geq \frac{1}{n} \sum_{k = 1}^{n} a_{k}
HAMEX/formulaire014-equation020.png,103 \pm (67 \div 175) \times 153
MfrDB/MfrDB3209.png,\sqrt[3]{\frac{{z^{3}} + 2}{\sqrt{z} + 1}}
MathBrush/2009210-947-118.png,\frac { 94.7 } { { \mbox { Y } h } }
MfrDB/MfrDB0115.png,E = m {c^{2}}
MathBrush/200923-1553-142.png,\left ( \sqrt { \mbox { H } } \right )
KAIST/TrainData2_11_sub_98.png,\lim_{x \rightarrow \frac{1}{4}} \frac{1 - 4^{x - \frac{1}{4}}}{1 - 4 x}
HAMEX/formulaire016-equation013.png,f(x) = 4x(1-x)
2013/rit_420_0.png,s (f)
MfrDB/MfrDB2859.png,\sum_{n = 1}^{\infty} {( \frac{\sum_{i = 1}^{n} a_{i}}{n} )^{p}} < {( \frac{p}{p - 1} )^{p}} \sum_{n = 1}^{\infty} {a_{n}^{p}}
HAMEX/formulaire020-equation043.png,x^7 + 7x^6dX + 21x^5dX^2 + 35x^4dX^3
HAMEX/formulaire018-equation007.png,t^\frac{2}{3}
MathBrush/200926-131-69.png,2
HAMEX/formulaire002-equation069.png,z_n = z - f(x_0 + \ldots + x_n)
MfrDB/MfrDB0003.png,\lim_{n \to \infty} {( 1 + \frac{1}{n} )^{n}} = e
MathBrush/2009212-952-78.png,\frac { x_1 } { \frac { x_2 } { \frac { x_3 } { x_4 } } }
MathBrush/200924-1331-247.png,\frac { h } { \mbox { I } }
2014/28_em_135.png,e_2-2e_1
2013/104_em_35.png,q<-1
2014/20_em_47.png,5395
KAIST/TrainData2_5_sub_17.png,x_{1} - x_{2} + y_{1} - y_{2} + z_{1} - z_{2}
MfrDB/MfrDB3326.png,s_{n} = \sum_{k = 1}^{n} a_{k}
MathBrush/200923-1254-0.png,\mathrm{sin} ^ 2 ( x ) + \mathrm{cos} ^ 2 ( x ) = 1
2014/RIT_2014_286.png,x ^ {2} - y ^ {2} = x ^ {2} + x y + y ^ {2} - x y - 2 y ^ {2} + x y - x y
MfrDB/MfrDB2122.png,\int\limits_{0}^{\infty} f ( x ) dx = \lim_{b \to \infty} \int\limits_{0}^{b} f ( x ) dx
KAIST/TrainData2_16_sub_71.png,\frac{\mathrm{sin} B + \mathrm{sin} C}{\mathrm{cos} B + \mathrm{cos} C}
MathBrush/200924-1312-65.png,\left ( { k + \mbox { M } } \right )
KAIST/KME1G3_2_sub_10.png,\int_a^b \frac {\sqrt x} 2 d x
HAMEX/formulaire008-equation049.png,"\phi(u,v)"
MathBrush/200926-1550-101.png,\mbox { RM }
HAMEX/formulaire024-equation005.png,(126 \times 11) - (165 / 10) \leq 1370
HAMEX/formulaire030-equation043.png,a^2 + ab + b^2
MathBrush/200926-1550-146.png,\int ^ { \mbox { d } } _ { \frac { h } { 3 } } \sum { \mbox { H } } dq
MathBrush/2009210-947-6.png,\sum _ { n = 1 } ^ N \left ( - 1 \right ) ^ n \mathrm{sin} \left ( n x \right )
MathBrush/200922-949-0.png,\mathrm{sin} ^ 2 ( x ) + \mathrm{cos} ^ 2 ( x ) = 1
MfrDB/MfrDB3303.png,\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0
2013/121_em_327.png,"e = 6,11 \times e^{5417,7530 \times ( (1/273,16) - (1/T_d) ) }"
2014/35_em_16.png,\sum_{m=1}^\infty\sum_{n=1}^\infty\frac{m^2n}{3^m\left(m3^n+n3^m\right)}
2014/507_em_71.png,\sum_{n=1}^{10000} (10001-n)^{-2}
MfrDB/MfrDB1960.png,\int\limits_{a}^{a} f ( x ) dx = 0
HAMEX/formulaire022-equation060.png,((64 / 69) \times 143) - (181 / 166) \geq 131
2016/UN_125_em_565.png,-x^2 - x y^2 +y^3 = 0
2014/RIT_2014_38.png,- \frac {11} {12} y _ {n + 1} + \frac {5} {3} y _ {n} - \frac {1} {2} y _ {n - 1} - \frac {1} {3} y _ {n - 2} + \frac {1} {12} y _ {n - 3}
KAIST/TrainData1_1_sub_9.png,\mathrm{sin}^{2} \theta + \mathrm{cos}^{2} \theta = 1
MathBrush/200924-1312-73.png,a ^ { b ^ { c ^ d } }
2016/UN_134_em_1142.png,\lim_{n\rightarrow\infty} s_n=0
MathBrush/200923-1553-23.png,\mbox { y }
HAMEX/formulaire022-equation049.png,po\beta
HAMEX/formulaire011-equation049.png,r = \sum_{i=k}^\infty a_i p^i
2013/116_em_182.png,\Delta \theta = 0
MfrDB/MfrDB2148.png,\lim_{n \to \infty} | x_{n + 1} - x_{n} |
KAIST/KME2G3_20_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
HAMEX/formulaire037-equation008.png,\pi_1(X)
HAMEX/formulaire039-equation072.png,w^2(z)
2016/UN_103_em_57.png,8n-8=8-8=0
2016/UN_107_em_174.png,-\frac {247}{3840} \sqrt{30}
2014/515_em_366.png,a_0 \ldots a_n
HAMEX/formulaire009-equation007.png,X_{-j}
HAMEX/formulaire004-equation046.png,\frac{b-a}{n}\leq\alpha
MfrDB/MfrDB3080.png,x_{1} = \frac{( 1 - \frac{2}{\sqrt{N - 1}} ) N}{L}
KAIST/TrainData2_7_sub_43.png,\frac{2 \tan \alpha}{1 - \tan^{2} \alpha}
expressmatch/118_rosario.png,P(x) = \sum_{i=0}^{n} a_j x^j
MathBrush/200924-1312-143.png,\sum { \mbox { n } }
MfrDB/MfrDB1342.png,1 + 1 = 2
HAMEX/formulaire006-equation034.png,"f(x_{i},\beta)"
MathBrush/200922-949-263.png,{ a } ^ { P } \left ( h \right )
HAMEX/formulaire034-equation025.png,((54 \times 109) \times 185) \times 158 \leq 172047780
MfrDB/MfrDB3028.png,\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0
KAIST/KME2G3_1_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
MathBrush/2009213-139-17.png,{ - \int \mbox { A } dV }
2014/513_em_309.png,(c+id) (c-id)
MfrDB/MfrDB3037.png,\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0
HAMEX/formulaire002-equation039.png,q + 1
KAIST/KME2G3_30_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
MfrDB/MfrDB3529.png,\int\limits_{0}^{R} \frac{2 x}{1 + {x^{2}}} dx = l o g ( 1 + {R^{2}} )
2013/106_em_113.png,a^{\prime} = \frac{a}{\sqrt{2}}
2014/RIT_2014_256.png,"c _ {1}, c _ {2 }, \ldots , c _ {m }, c _ {m + 1}"
MathBrush/200922-949-14.png,a + \sqrt { \frac { b + c } { d + f } }
2016/UN_119_em_417.png,y\rightarrow \sqrt{n}y
MfrDB/MfrDB2905.png,v_{c} = v_{c - 1} ( \frac{r - c}{c} )
HAMEX/formulaire035-equation016.png,x_1 = 1
KAIST/TrainData2_13_sub_6.png,x_{i} - x_{i + 1} + x_{i + 2}
MathBrush/2009213-137-140.png,\left [ { - l } \right ]
HAMEX/formulaire002-equation041.png,(-a)^n = a^n
HAMEX/formulaire002-equation012.png,x( \theta )=a\mathrm{sin}(p\theta)
MfrDB/MfrDB2937.png,{( 1 + x )^{r}} \geq 1 + r x
HAMEX/formulaire027-equation011.png,f(c) = 0
2013/128_em_514.png,r=\frac{|P_1-P_3|}{2\mathrm{sin}(\theta)}
KAIST/TrainData1_1_sub_5.png,e^{i \pi} + 1 = 0
MathBrush/200926-131-156.png,\mbox { C }
HAMEX/formulaire022-equation068.png,a_i + b_i
expressmatch/81_danilo.png,A_{2k} = \frac{2RA_k}{2R + \sqrt{4R^2 + A^2_k}}
MathBrush/200924-1312-197.png,{ \mbox { V } } ^ { x }
MathBrush/200923-1251-253.png,{ \cdots + { e \left ( \left [ \sqrt { y } \right ] \right ) } }
MfrDB/MfrDB1949.png,\int\limits_{0}^{\infty} \sqrt{x} {e^{- x}} dx = \frac{1}{2} \sqrt{\pi}
MfrDB/MfrDB1583.png,\int\limits_{a}^{a} f ( x ) dx = 0
HAMEX/formulaire034-equation006.png,\frac { a}{b} = c
HAMEX/formulaire031-equation002.png,\lim_{x \rightarrow 0} x^x=1
HAMEX/formulaire009-equation033.png,(\mathrm{cos}(x)+i\mathrm{sin}(x))^n = \mathrm{cos}(nx)+i \mathrm{sin}(nx)
MathBrush/200926-131-52.png,{ - { \mbox { y } E } }
expressmatch/65_daniel.png,x = r \mathrm{cos} \theta
expressmatch/117_leo.png,y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0
HAMEX/formulaire035-equation011.png,b = a \sqrt{1-e^2}
HAMEX/formulaire006-equation052.png,\theta=\frac{\alpha}{180}\pi
MathBrush/200926-131-112.png,\sqrt { { \mbox { c } + \sqrt { \mbox { b } } } }
expressmatch/108_jorge.png,a^xa^y = a^{x+y}
2016/UN_109_em_217.png,\frac{l+m}{\sqrt{1+\alpha^2}}
2013/105_em_69.png,P_1=P^\prime
HAMEX/formulaire027-equation021.png,\sqrt{ \frac{1 + \mathrm{sin}^2 \alpha}{2}} = \mathrm{cos} \alpha
HAMEX/formulaire033-equation011.png,f(e_i) = y_i
HAMEX/formulaire006-equation035.png,48 / 21 = 2.29
expressmatch/106_fabio.png,y^4 + y + 1 = 0
HAMEX/formulaire018-equation041.png,r(n) = \sqrt{n}
MathBrush/200923-1253-53.png,\sum { P }
MathBrush/2009213-139-37.png,13 + \pi r ^ 2
KAIST/KME1G3_1_sub_10.png,\int_a^b \frac {\sqrt x} 2 d x
2016/UN_123_em_514.png,\int \beta (x) dx
MathBrush/200923-1254-73.png,a ^ { b ^ { c ^ d } }
HAMEX/formulaire030-equation009.png,h(y)=1
MathBrush/200925-1126-114.png,\mbox { p }
HAMEX/formulaire013-equation040.png,(175 \div (129 + 163)) \div 28 \leq 0
2014/RIT_2014_298.png,\Delta ^ {k x}
MathBrush/200923-1251-192.png,\frac { \mbox { N } } { V }
2013/104_em_57.png,y^{\prime}(a)
2016/UN_106_em_147.png,\sum\sum_{b<a}^N \lambda_a \lambda_b=\sum_{a=1}^N r_aq_a^2-\sum_{a=1}^N q_a^2 \sum_{b=1}^N r_b+\sum\sum_{b<a}^N r_br_a
MathBrush/200924-1331-10.png,{ \sqrt { i } } ^ { E }
MfrDB/MfrDB3212.png,| \int\limits_{a}^{b} f ( x ) dx | \leq \int\limits_{a}^{b} | f ( x ) | dx
HAMEX/formulaire036-equation012.png,\beta_{2}\ldots\beta_{n}
MfrDB/MfrDB1296.png,"f ( x , y ) = \frac{x}{y} + x y"
HAMEX/formulaire011-equation031.png,\frac{2(n+\alpha)}{n+1}
2016/UN_124_em_541.png,x^{\prime}(j)=g(j)x(j)
2014/519_em_463.png,\mathrm{P_0}\!
MfrDB/MfrDB1456.png,3 x - 5 < - 2
HAMEX/formulaire019-equation065.png,(58 / 88) \times 190 \neq -105
MfrDB/MfrDB2805.png,\frac{{( | a | - | b | )^{2}}}{| a - b |}
2013/rit_42130_3.png,lim _ {x \rightarrow + \infty} \sqrt {x} = + \infty
expressmatch/98_alfonso.png,\mathrm{cos} \alpha = \frac{a}{\sqrt{a^2 + b^2 + c^2}}
HAMEX/formulaire009-equation015.png,15 \pm (12 - 10 - 29) \div 161
2013/118_em_226.png,{Red}
HAMEX/formulaire012-equation036.png,a_ns_3 + a_{n-1}s_2 + a_{n-2}s_1 + 3a_{n-3} = 0
HAMEX/formulaire037-equation021.png,x^2 + y^2 =1
HAMEX/formulaire031-equation022.png,v(a + i b) = a^2 + b^2
HAMEX/formulaire033-equation040.png,48 \pm 159 + 131
expressmatch/98_david.png,\mathrm{cos} \alpha = \frac{a}{\sqrt{a^2 + b^2 + c^2}}
2016/UN_101_em_9.png,t \times t=1+t
2014/23_em_53.png,\frac{1}{3} + \frac{1}{3}
2014/RIT_2014_121.png,f (z) = z
MathBrush/200925-1126-183.png,34.8
MathBrush/200923-1251-111.png,1
expressmatch/75_Frank.png,c^2 = a^2 + b^2 - 2ab \mathrm{cos} C
HAMEX/formulaire016-equation063.png,Y_{\alpha}(x)
MathBrush/2009212-1031-109.png,\left ( M \right )
MathBrush/200923-1251-67.png,\tan \left ( \frac { \pi } { 4 } \right ) = 1
MathBrush/200923-131-227.png,{ \mbox { y } } _ { \phi }
2014/519_em_439.png,"-k(ka_{i,j}+a_{i,j})+ka_{i,j}+a_{i,j}"
2013/126_em_456.png,N - G
MfrDB/MfrDB3451.png,\mathrm{sin} x = \mathrm{sin} ( x + 2 \pi k )
MfrDB/MfrDB3094.png,\int\limits_{0}^{\infty} \sqrt{x} {e^{- x}} dx = \frac{1}{2} \sqrt{\pi}
HAMEX/formulaire035-equation026.png,\frac{(z-a)^n}{(\gamma(\theta)-a)^{n+1}}
HAMEX/formulaire033-equation034.png,"(c_0, \ldots, c_i)"
HAMEX/formulaire028-equation060.png,(95 / 97) - 120 \neq -89
2014/RIT_2014_219.png,m / q
2016/UN_131_em_1083.png,[e]
MathBrush/200922-949-243.png,8
MfrDB/MfrDB3158.png,\sum_{n = 1}^{\infty} {( \frac{\sum_{i = 1}^{n} a_{i}}{n} )^{p}} < {( \frac{p}{p - 1} )^{p}} \sum_{n = 1}^{\infty} {a_{n}^{p}}
MfrDB/MfrDB2176.png,\sum_{m = 0}^{M} \sum_{n = 0}^{N} a_{m_{1} n}
HAMEX/formulaire035-equation069.png,\beta_{m}^{2}
expressmatch/93_daniel.png,r(r_0 \mathrm{sin}(\theta - \theta_0)- r_1 \mathrm{sin} (\theta - \theta_1) ) = r_0 r_1 \mathrm{sin} (\theta_1 - \theta_0)
2014/RIT_2014_150.png,\mathrm{cos} \theta = \frac {e ^ {i \theta} + e ^ {- i \theta}} {2}
HAMEX/formulaire038-equation028.png,X^n - 1
HAMEX/formulaire023-equation058.png,\pi(\sqrt{n})
KAIST/TrainData2_2_sub_95.png,\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
2016/UN_121_em_453.png,\tan\beta=1
HAMEX/formulaire019-equation025.png,(122 \div (197 + 94)) + ((126 \div 0) \times (179 - 97)) \neq 2147483647
2016/UN_454_em_698.png,(1 \div a)
HAMEX/formulaire020-equation022.png,{\lim_{n \rightarrow +{\infty} }{{u}_{n}}}
MfrDB/MfrDB1405.png,\frac{1}{2} x = 10
KAIST/TrainData2_25_sub_39.png,\mathrm{sin} x - \mathrm{sin} y - \mathrm{sin} \left( x - y \right)
KAIST/TrainData2_10_sub_71.png,\frac{\mathrm{sin} B + \mathrm{sin} C}{\mathrm{cos} B + \mathrm{cos} C}
MfrDB/MfrDB3405.png,{x^{y}} - {y^{x}}
HAMEX/formulaire026-equation052.png,"(y,s-1)"
HAMEX/formulaire030-equation068.png,x^2+1
expressmatch/108_caue.png,a^xa^y = a^{x+y}
MathBrush/200923-1254-80.png,e ^ { \int x ^ 2 d x }
KAIST/KME2G3_28_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
2013/rit_42120_3.png,\mathrm{sin} 2 x = 2 \mathrm{sin} x \mathrm{cos} x
MathBrush/200923-1253-191.png,x
2014/501_em_21.png,\theta \rightarrow 0 \!
MfrDB/MfrDB3147.png,"h ( x , y ) = {x^{y + \frac{1}{y}}}"
MfrDB/MfrDB3425.png,\int\limits_{0}^{1} \sqrt{x} dx
MfrDB/MfrDB3062.png,\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}
2014/26_em_89.png,x^2 + y^2 = l_1^2 + l_2^2 + 2 l_1 l_2 c_2
KAIST/TrainData2_18_sub_63.png,\frac{1}{a} F \left( a x + b \right) + C
KAIST/KME2G3_7_sub_95.png,\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt{4}}}}
HAMEX/formulaire033-equation052.png,\frac {1}{1}+\frac {1}{2}+\frac {1}{3}+\ldots+\frac1n
MfrDB/MfrDB0633.png,2 \times {2^{8}}
MathBrush/2009210-947-205.png,\frac { i } { \mbox { a } }
HAMEX/formulaire039-equation071.png,x ( y + z) = x y + x z
MathBrush/200923-131-133.png,q \left ( \mbox { I } \right )
2016/UN_117_em_345.png,\frac {1}{ 360} ( n+3)^2 (n+1)(n+2)(n+4)(n+5)
MathBrush/2009213-139-103.png,\sqrt { { S - a } }
KAIST/KME2G3_14_sub_95.png,\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt{4}}}}
HAMEX/formulaire008-equation042.png,"(\pm 1,0,0,\pm 1)"
MathBrush/200923-1253-61.png,k ^ 3 + 14 k ^ 2 - 132 k + 1789
MathBrush/200926-1550-140.png,{ F } ^ { p }
KAIST/TrainData2_17_sub_71.png,\frac{\mathrm{sin} B + \mathrm{sin} C}{\mathrm{cos} B + \mathrm{cos} C}
2016/UN_461_em_872.png,N_2=-\frac{61}{90}+\frac{358}{45}-15=-\frac{21}{10}
MathBrush/200922-1017-55.png,\frac { 1 } { \mathrm{sin} \left ( x \right ) + 1 }
MathBrush/200926-1617-214.png,o
MfrDB/MfrDB1735.png,\lim_{n \to \infty} \frac{{n^{2}} + 3 n}{2 {n^{2}} + 1} = \frac{1}{2}
MathBrush/200922-947-105.png,\frac { { - \sqrt { { \cdots + { \mbox { A } } _ { \mbox { a } } } } } } { { \mbox { Y } - \left [ a \right ] } }
2016/UN_131_em_1095.png,10^{-2} \div 10^{-1}
MfrDB/MfrDB3297.png,\int\limits_{a}^{a} f ( x ) dx = 0
MfrDB/MfrDB1940.png,\sqrt{x y z} = \sqrt{x} \sqrt{y} \sqrt{z}
MathBrush/200923-1253-231.png,\frac { \sqrt { V } } { \mbox { h } }
MathBrush/200923-131-129.png,\frac { A } { \int m dn }
HAMEX/formulaire013-equation007.png,\pi=\frac {2a}{lp}
2013/124_em_400.png,|f(x)|\leq p(x)
MathBrush/200923-1553-45.png,9.0
HAMEX/formulaire034-equation074.png,"(f_1, \ldots, f_n)"
2014/20_em_30.png,I_\mathrm{S}
MathBrush/200922-949-181.png,\mbox { t }
KAIST/TrainData2_12_sub_6.png,x_{i} - x_{i + 1} + x_{i + 2}
MathBrush/200925-1126-26.png,a + \frac { \sqrt { b + c } } { 2 }
HAMEX/formulaire037-equation031.png,\frac {2\pi}{45}
HAMEX/formulaire031-equation005.png,(88 - 185 + 99) / 153 \neq 0
HAMEX/formulaire009-equation060.png,125 + 16 \neq 254
MfrDB/MfrDB3041.png,\sum_{n = 0}^{\infty} f_{n} ( x )
KAIST/KME2G3_16_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
MathBrush/200923-1254-269.png,\mbox { ut }
extension/2_em_3.png,\{ T \}
KAIST/KME2G3_12_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
MfrDB/MfrDB3441.png,\int\limits_{0}^{\infty} f ( x ) dx = \lim_{b \to \infty} \int\limits_{0}^{b} f ( x ) dx
expressmatch/89_danilo.png,x^\prime = x \mathrm{cos} \theta + y \mathrm{sin} \theta
KAIST/TrainData2_4_sub_63.png,\frac{1}{a} F \left( a x + b \right) + C
HAMEX/formulaire021-equation071.png,2x^{4} + (1 + \sqrt{17})x^{3} - (3 - \sqrt{17})x^{2} + 2(2 - \sqrt{17})x - 2
2016/UN_106_em_139.png,T=\tan\theta
2016/UN_462_em_880.png,4\mathrm{sin}^2{(\frac {1}{ 2}k\theta p)}=2(1+\mathrm{cos}(k \theta p))
HAMEX/formulaire006-equation058.png,n-1
2013/126_em_460.png,(E_{0})
MfrDB/MfrDB1811.png,\frac{a_{1} + a_{2} + {a^{3}}}{1 - x}
MfrDB/MfrDB2936.png,"f ( x , y ) = f_{1} ( x , y ) + f_{2} ( \frac{x}{y} )"
HAMEX/formulaire037-equation053.png,5x^{2} - 5x + 1 = 0
MfrDB/MfrDB2878.png,\int\limits_{0}^{\infty} \frac{\mathrm{sin}^{2} x}{{x^{2}}} dx = \frac{\pi}{2}
MfrDB/MfrDB0082.png,x ( t ) = a + r \cdot \mathrm{cos} ( v t )
HAMEX/formulaire029-equation027.png,x_i = x_j
MathBrush/200923-1556-64.png,\sqrt { \mbox { p } }
MathBrush/200922-947-159.png,{ { \mbox { B } + z } = { 2 \mbox { z } } }
expressmatch/79_david.png,p = \sqrt{a^2 + b^2 - 2ab \mathrm{cos} A}
MathBrush/200926-131-46.png,{ - { 2 x } }
KAIST/KME2G3_15_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
