path,formula
2016/UN_459_em_817.png,\int p_i dx_i
HAMEX/formulaire020-equation001.png,2^2=4
2016/UN_464_em_943.png,c=\frac{3k}{k+2}-1=\frac{2(k-1)}{k+2}
2014/35_em_14.png,x^3 (  x - ( 2x + 3 ) (2x - 3) )
HAMEX/formulaire008-equation069.png,"f(v, t)"
2016/UN_133_em_1121.png,R(x)=\frac{1}{\sqrt{n + \frac{q}{2\pi} \mathrm{cos}^2(nx)}}
2016/UN_132_em_1100.png,C \rightarrow \sqrt{f}C
MathBrush/200923-1251-285.png,\sum { \left [ { t + { L - \mbox { G } } } \right ] }
MathBrush/200923-1553-177.png,{ - \left [ { X - C } \right ] }
HAMEX/formulaire016-equation041.png,0+0=0
MathBrush/2009212-952-3.png,\sum _ { { \mbox { F } \geq \mbox { d } } } { P }
MathBrush/200925-1126-138.png,{ \cdots + \gamma }
2016/UN_459_em_809.png,f(x) = \sqrt{x}
2016/UN_117_em_357.png,1 + 4 + 6 + 4 + 1 = 16
HAMEX/formulaire033-equation057.png,q \neq 1
MfrDB/MfrDB1920.png,"\sum_{m = 0}^{M} \sum_{n = 0}^{N} a_{m , n}"
MathBrush/2009212-952-47.png,7.1
MathBrush/2009213-139-101.png,{ { \mbox { k } - \mbox { a } } = { \mbox { h } - f } }
MathBrush/200923-1254-220.png,\sqrt { A }
HAMEX/formulaire010-equation073.png,x^7-x^6-x^4-x^2-1
2014/507_em_70.png,-\infty \leq x \leq \infty
HAMEX/formulaire005-equation028.png,x^{2} + 2x + 1 = 0
2014/RIT_2014_229.png,\frac {d} {d \theta} \sqrt {\theta} = \frac {1} {2 \sqrt {\theta}}
MathBrush/200922-949-255.png,{ w \sum { P } }
2014/RIT_2014_156.png,- 1
MathBrush/200923-1251-239.png,{ I } _ { X }
2013/116_em_175.png,P>p+\frac{aq}{1-q}
MathBrush/200924-1331-202.png,{ N + L }
MfrDB/MfrDB2225.png,2 + 3 = 5
MathBrush/200923-1251-281.png,\mbox { p }
2016/UN_109_em_215.png,z = \tan(c r)/c
MathBrush/200923-1254-352.png,\sum { d }
2013/rit_42160_0.png,\mathrm{sin} 5 x = 16 \mathrm{sin} ^ {5} x - 20 \mathrm{sin} ^ {3} x + 5 \mathrm{sin} x
MathBrush/200926-1617-107.png,{ - \sum { { - \infty } } }
2016/UN_465_em_952.png,k = \sum_i k_i = -\sum_y k_y
MathBrush/200923-1254-57.png,{ \mbox { g } - \left ( \theta \right ) }
2016/UN_123_em_512.png,\sum_{k = 1}^{n-1} c_k c_{n-k} = c_{n+1} - 2 c_n
MathBrush/200923-1254-102.png,{ q + \phi }
MathBrush/2009212-952-27.png,\sqrt { \mbox { v } }
HAMEX/formulaire008-equation039.png,"d_{i,j}"
HAMEX/formulaire006-equation057.png,v_{10}
HAMEX/formulaire024-equation039.png,u_{\beta} u^{\beta} = c^{2}
MathBrush/200924-1331-15.png,\left [ { P + 0 } \right ]
2013/rit_42125_1.png,1 + \tan ^ {2} x
HAMEX/formulaire034-equation047.png,h_e(z) = h_0 + h_2 z^{-1}
MathBrush/200922-947-170.png,\sum { \mbox { N } }
MfrDB/MfrDB0067.png,| \frac{1}{a_{n}} - \frac{1}{x} | = | \frac{1}{x a_{n}} | \cdot | a_{n} - x |
HAMEX/formulaire008-equation013.png,(a + b)^2 = a^2 + 2ab + b^2
2013/129_em_544.png,\sqrt [x] y
2013/104_em_40.png,\gamma_1 = \frac{\mu_3}{\sigma^3}
2013/122_em_344.png,"w = w( r,t)"
2014/28_em_126.png,\frac{\sum_{k=1}^N k^2}{a}
MathBrush/2009210-947-165.png,\mbox { tg }
MfrDB/MfrDB0643.png,y = {x^{2}}
2013/127_em_496.png,\phi(w) = u_1 ^T w
HAMEX/formulaire031-equation032.png,"tv = \sqrt{(90)^2 + (106,8)^2} = 139,7"
MathBrush/200922-947-216.png,\left ( 3 \right )
HAMEX/formulaire002-equation046.png,x^{-4}
2014/510_em_100.png,\int \frac{dx}{x} + \int \frac{2}{x+1} dx
2013/rit_42140_1.png,\frac {\pi ^ {2}} {6} B ^ {2}
HAMEX/formulaire009-equation035.png,(165 / (165 + 146)) + ((116 \times 118) + 49) = 13737.53
HAMEX/formulaire039-equation011.png,ay + bx = c
HAMEX/formulaire019-equation017.png,\frac{p}{q}\leq a
HAMEX/formulaire039-equation058.png,f(x)\leq a
HAMEX/formulaire007-equation000.png,59 + 53 \neq -65
MathBrush/200924-1331-144.png,\sqrt { \left [ P \right ] }
2014/512_em_295.png,"a,\ldots,f"
HAMEX/formulaire026-equation034.png,c_i \neq c_j
MathBrush/2009213-137-170.png,\mbox { b }
MathBrush/200923-131-182.png,\sqrt { { N \sum { I } } }
expressmatch/126_caue.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} <  \frac{1}{q_n^2}
MathBrush/2009213-139-123.png,\sum { w }
MfrDB/MfrDB0032.png,\frac{\int \sqrt{1 + {y^{'} ( t )^{2}}} dt}{\int \sqrt{{x^{'} ( t )^{2}} + {y^{'} ( t )^{2}}} dt}
HAMEX/formulaire013-equation070.png,42 \times 172 \geq 7223
2016/UN_456_em_725.png,x=x_4+ x
2016/UN_458_em_796.png,+2(7+8-8+8-8)
MathBrush/200923-1553-123.png,\sqrt { { \cdots - { k - \mbox { H } } } }
HAMEX/formulaire007-equation007.png,"(\theta, \phi)"
2014/RIT_2014_215.png,(- \frac {1} {2} - \frac {\sqrt {3}} {2} i) (- \frac {1} {2} + \frac {\sqrt {3}} {2} i)
HAMEX/formulaire030-equation033.png,\int dx
MathBrush/200926-1617-142.png,{ - { \mbox { G } \mbox { V } } }
2016/UN_455_em_705.png,B^{a \beta}(x) = A^{a \beta}(x)
MfrDB/MfrDB0822.png,{C^{2}} = M / E
MathBrush/2009213-137-177.png,\sum { \mbox { P } }
2016/UN_132_em_1107.png,A n \log n
HAMEX/formulaire011-equation017.png,h_2=\frac {f_2}{f}
HAMEX/formulaire013-equation058.png,\int\frac{1}{y}+\frac{1}{1-y} dy=\int dx
HAMEX/formulaire022-equation005.png,9 \pm 48 - ((181 - 94) \times 77)
2016/UN_123_em_504.png,s(u)=\frac{\mathrm{sin} (u)}{\mathrm{sin} (\lambda)}
HAMEX/formulaire037-equation036.png,16^{5}
2014/29_em_152.png,\sqrt{-n} = i\sqrt{n} \!
MathBrush/2009210-947-131.png,{ \mbox { SiA } } _ { \sigma }
HAMEX/formulaire016-equation063.png,Y_{\alpha}(x)
MathBrush/200923-1553-273.png,{ - \left ( \mbox { F } \right ) }
HAMEX/formulaire008-equation021.png,f(x) = \frac{x^2-4}{4x^2}\frac{1}{x-2} = \frac{x+2}{4x^2}
MathBrush/200924-1331-192.png,\mu \left ( { l - \mbox { I } } \right )
KAIST/TrainData2_4_sub_41.png,\frac{\tan \alpha - \tan \beta}{1 + \tan \alpha \tan \beta}
HAMEX/formulaire026-equation026.png,n(n^2 + 2)
HAMEX/formulaire016-equation038.png,1-x
2016/UN_456_em_744.png,x_0^2+x_1^3+x_2^{12}+x_3^{24}+x_4^{24}=0
HAMEX/formulaire017-equation062.png,u=1-m
HAMEX/formulaire011-equation010.png,64 / (78 - 9 - 167) = -0.65
2016/UN_114_em_297.png,c_1=t-1+ 3\times \frac {1}{ 2}=t+\frac {1}{ 2}
MathBrush/200923-1254-121.png,69
2016/UN_110_em_228.png,H=H_0^1 + H_1^1
HAMEX/formulaire038-equation065.png,17 - (81 / (9 \times 194)) \neq -16
HAMEX/formulaire028-equation046.png,z=e^{i\alpha}
HAMEX/formulaire028-equation024.png,p=2r+1
HAMEX/formulaire018-equation060.png,((95 - 86) \times 35) \times 197 \neq -37879
2016/UN_107_em_154.png,\int dx_1dx_2
2014/513_em_308.png,[a][b]=[ab]
2014/34_em_231.png,q_{eq}=1-p_{eq}
2014/518_em_438.png,\frac{2}{\sqrt{2-\sqrt{2}}}
MfrDB/MfrDB0868.png,x = y \times p
2013/rit_4240_0.png,57753336
2014/515_em_360.png,\mathrm{C}^{\alpha}
MathBrush/2009213-137-238.png,\frac { f } { \sum { f } }
2016/UN_453_em_652.png,A_j=\sqrt{j(j+1)}
2016/UN_102_em_30.png,+c.c
HAMEX/formulaire003-equation031.png,2^{18}
MfrDB/MfrDB2009.png,\sqrt{x y z} = \sqrt{x} \sqrt{y} \sqrt{z}
2016/UN_124_em_539.png,x^p\log x
MathBrush/2009212-1031-107.png,{ y } ^ { M }
2014/516_em_390.png,\frac{a}{b}
MathBrush/200923-1251-249.png,\sqrt { E }
HAMEX/formulaire021-equation026.png,7^2 = 49
2016/UN_464_em_925.png,n\neq 8
HAMEX/formulaire029-equation009.png,\lim_{X \rightarrow +\infty} \int_0^{X} f(x)dx
HAMEX/formulaire005-equation001.png,x^n=z
2014/RIT_2014_283.png,s = 25857
2016/UN_458_em_794.png,[c_1] + [c_2] = [c_1 + c_2]
HAMEX/formulaire029-equation023.png,X^7 + 1 = (X + 1)(X^3 + X + 1)(X^3 + X^2 + 1)
HAMEX/formulaire011-equation029.png,\frac{a^2+ b^2-2m^2}{2}
MfrDB/MfrDB0089.png,\mathrm{cos} x \leq \frac{\mathrm{sin} x}{x}
MathBrush/200924-1312-232.png,\left [ { E - \sqrt { \frac { i } { \sum { \mbox { e } } } } } \right ]
MathBrush/200923-131-180.png,\sum { \mbox { u } }
HAMEX/formulaire011-equation046.png,y(\alpha)=\alpha \theta(\alpha)
2014/RIT_2014_249.png,N - 1
2014/RIT_2014_238.png,r ^ {- k}
HAMEX/formulaire013-equation009.png,x = \frac {1 }{ 2}gt^2
2016/UN_134_em_1145.png,\sqrt{3+\sqrt{3}}
HAMEX/formulaire010-equation041.png,f(e^d) = (f(e))^d
HAMEX/formulaire004-equation038.png,n-i
2016/UN_101_em_11.png,a_n=\frac{-i\sqrt{n}}{2}(q_n+i\frac{2}{n}p_n)
HAMEX/formulaire019-equation027.png,r(l) = \infty
HAMEX/formulaire007-equation053.png,\frac{1}{-1} = \frac{-1}{1}
MfrDB/MfrDB2046.png,{a^{3}} + {a^{4}}
HAMEX/formulaire026-equation024.png,n = \frac{c}{v_{\phi}}
HAMEX/formulaire033-equation008.png,10^{-6}
2016/UN_125_em_566.png,y=\mathrm{sin}\frac{\phi}{2}
HAMEX/formulaire005-equation017.png,2^{p - 1} - 1
HAMEX/formulaire025-equation055.png,(124 + 103) / ((189 / 78) - 125) \leq -1
HAMEX/formulaire023-equation047.png,m \leq m-r
MathBrush/200922-949-157.png,\int ^ { \mbox { m } } _ { { \gamma + \mbox { V } } } \frac { \theta } { \mbox { u } } de
HAMEX/formulaire029-equation044.png,"a_{i,n}"
2016/UN_124_em_537.png,\frac{3}{4}(1\pm 4\sqrt{3}c+4c^2)
HAMEX/formulaire038-equation070.png,(148 - 47) \times 62 \leq 6262
expressmatch/73_herbert.png,\left| \frac{a x_0 + b y_0 + c}{\sqrt{a^2 + b^2}} \right|
2014/503_em_31.png,-\frac{15\pi}{8}
2016/UN_456_em_740.png,x_{-n}=\sqrt{n}(a-ib)
2014/34_em_236.png,\frac{1}{25}[y^2-8y+16-16]
HAMEX/formulaire026-equation031.png,X + \frac { 1}{5}X = 21
MathBrush/200926-1617-175.png,{ S \geq \sqrt { \mbox { k } } }
HAMEX/formulaire008-equation008.png,(2-1-1)
HAMEX/formulaire032-equation006.png,2^{67} -1 = 193 707 721 \times 761 838 257 287
MathBrush/200922-947-123.png,{ \mathrm{sin} } ^ { \mbox { Y } } 8
HAMEX/formulaire017-equation012.png,"(2,-1,1)"
MathBrush/2009213-137-127.png,{ \mbox { l } } _ { { \mbox { d } } _ { A } }
2014/37_em_2.png,\left(\frac{1}{n \pi} - \frac{\mathrm{cos}(n \pi)}{n \pi}\right) + \left(\frac{1}{n \pi} - \frac{\mathrm{cos}(n \pi)}{n \pi}\right)
HAMEX/formulaire018-equation038.png,x_{k-1}
2014/31_em_187.png,50
2016/UN_108_em_191.png,\alpha =1\div 4
MathBrush/200923-1251-241.png,{ m - F }
HAMEX/formulaire008-equation043.png,x_4 = -\sqrt{2}
MathBrush/200923-1556-46.png,\sum _ { { b = P } } ^ { k } { { { - \mbox { v } } - m } }
HAMEX/formulaire003-equation027.png,h(-r)=h(r)
HAMEX/formulaire013-equation006.png,\int_a^b f
MathBrush/2009212-1031-16.png,\mathrm{sin} 5
HAMEX/formulaire015-equation048.png,x^5 - 5x^4\sqrt{5+2\sqrt{5}} - 10x^3
2016/UN_114_em_307.png,\sum d_x
MathBrush/200923-1553-180.png,{ 61 k }
2016/UN_465_em_965.png,F.G
MathBrush/200923-1254-333.png,\mbox { m }
HAMEX/formulaire024-equation023.png,g={g_x}
2016/UN_134_em_1148.png,-\infty < x <\infty
HAMEX/formulaire036-equation002.png,"pgcd(a,b)=ax_0+by_0"
2014/RIT_2014_112.png,s _ {1}
HAMEX/formulaire003-equation011.png,10^{64}
2016/UN_452_em_642.png,x_2 < x < x_1
MathBrush/2009213-137-234.png,4.5
2014/514_em_341.png,\tan \alpha_i
HAMEX/formulaire007-equation006.png,x^{\frac{1}{2} (1 + \frac{1}{2^2}) (1 + \frac{1}{2^4}) (1 + \frac{1}{2^8})}
2013/118_em_229.png,f(N) =\{0_L \}
HAMEX/formulaire010-equation029.png,"i=(0,1)"
2013/rit_42120_3.png,\mathrm{sin} 2 x = 2 \mathrm{sin} x \mathrm{cos} x
2014/20_em_44.png,8cm
HAMEX/formulaire019-equation058.png,\frac {2}{15} \times 7 \times \frac {1} {11} = \frac {2 \times 7}{15} \times \frac {1}{11}
expressmatch/94_Nina.png,\frac{a}{\mathrm{sin} A} = \frac{b}{\mathrm{sin} B} = \frac{c}{\mathrm{sin} C}
MathBrush/2009212-1031-135.png,\left ( 5 \right )
MathBrush/200923-1553-271.png,\sqrt { \mbox { Y } }
HAMEX/formulaire003-equation069.png,"0 = (0, 0, \ldots, 0)"
2014/513_em_309.png,(c+id) (c-id)
HAMEX/formulaire004-equation016.png,189a_7a_4^2-315a_7a_5a_3+25a_5^3
