path,formula
2013/126_em_460.png,(E_{0})
2013/128_em_532.png,E = dg
2013/rit_42110_4.png,\tan z = \frac {\mathrm{sin} z} {\mathrm{cos} z}
2013/114_em_125.png,f(\sigma+it)
2013/123_em_380.png,R_{3\times3}^T
2013/rit_42155_1.png,x ^ {2} + y ^ {2}
2013/116_em_177.png,R_g<q^{-1}<l_0
2013/120_em_283.png,a_1 = \frac{M_2}{M_1 + M_2} a
2013/rit_42170_3.png,\frac {\log _ {2} x} {\log _ {2} e} + \frac {\log _ {2} x} {\log _ {2} 10}
2013/rit_42110_3.png,\sum z ^ {n}
2013/123_em_364.png,"S = \{ 1,s,s^2,s^3 ....... \}"
2013/106_em_90.png,a = \frac {v^2}{R}
2013/104_em_38.png,u(t)-v(t)
2013/rit_4270_3.png,\frac {b} {a}
2013/rit_4295_0.png,523 + 487
2013/116_em_170.png,E = p c
2013/126_em_478.png,R_1>0
2013/rit_4280_4.png,\sqrt {x ^ {2} + 6 x} + 4
2013/115_em_147.png,n = \frac{\mathrm{sin}(\theta_i)}{\mathrm{sin}(\theta_r)}
2013/105_em_61.png,P_{CV} = \frac{C}{45} + (\frac{P}{40})\times 1.6
2013/118_em_218.png,G/H_{G}
2013/rit_4270_1.png,a x + b
2013/122_em_346.png,\left|a-\frac{p}{q}\right| \geq \frac{C}{q^d}
2013/rit_4215_1.png,\frac {b h} {2}
2013/117_em_216.png,{f(x)=\sum_{k=1}^\infty \frac {\mathrm{sin}(2^k x)} {\sqrt{2}^k}}
2013/115_em_140.png,v_p(n)
2013/rit_4290_1.png,a \leq x \leq 6
2013/104_em_42.png,T_{850}
2013/103_em_7.png,\int_{1}^{+\infty} \frac{1}{t^2} \mathrm dt
2013/rit_4250_4.png,\log _ {2} x
2013/126_em_481.png,r_2 - r_1 = R
2013/rit_42100_4.png,3 y ^ {3}
2013/106_em_101.png,1 g = N_A u
2013/122_em_335.png,\mu_0
2013/125_em_423.png,"(p,q) > (p^{\prime},q^{\prime})"
2013/116_em_173.png,4m_{i+1}=4({x_{i+1}}^2+2x_i+1^2)+4{y_i}^2+8(x_i+1)-4y_i+5-4R^2
2013/104_em_57.png,y^{\prime}(a)
2013/118_em_232.png,r^{\prime} = B^n x + \alpha - (B y + \beta)^n
2013/rit_425_4.png,h \rightarrow \infty
2013/126_em_468.png,S(A)=A^\prime
2013/rit_42165_2.png,\mathrm{sin} \lbrack a + b \rbrack = \mathrm{sin} a \mathrm{cos} b + \mathrm{cos} a \mathrm{sin} b
2013/106_em_117.png,\log 2 (4)
2013/127_em_496.png,\phi(w) = u_1 ^T w
2013/117_em_204.png,\sigma =\sqrt{\sigma ^2}
2013/rit_42130_2.png,\frac {5 \pi} {7}
2013/118_em_234.png,dV = yz dx +zx dy + xy dz
2013/124_em_401.png,"HCN_{n,n}"
2013/rit_4250_3.png,\sqrt {18}
2013/116_em_158.png,\tan \gamma_H=\tan H \mathrm{sin} \phi
2013/126_em_469.png,a^L_1x_1+a^L_2x_2=L
2013/rit_42115_3.png,\beta _ {15}
2013/115_em_149.png,q=\sum_{i=1}^sl_i^2-\left(\sum_{i=s+1}^rl_i^2\right)
2013/124_em_416.png,"H(X,Y) \geq H(X)"
2013/128_em_523.png,"(S,T)"
2013/ritm_429_0.png,lim _ {\times \rightarrow + \infty} (\sqrt {x 2 + 4 x + 1} - \sqrt {x ^ 2 + x + 1})
2013/104_em_54.png,\{x P(x)\}
2013/rit_42145_3.png,n \neq 6
2013/ritm_422_0.png,+ 7 \times 9 ^ {5} + 7 \times 9 ^ {4} + 7 \times 9 ^ {3} + 7 \times 9 ^ {2} + 7 \times 9
2013/115_em_154.png,b^{\prime}=\sum_{ij}\mu_{ij}a_{ij}
2013/124_em_410.png,"E_1, E_2, F_1, F_2"
2013/105_em_81.png,\frac{C_{pA}^kC_{qA}^{n-k}}{C_A^n}
2013/105_em_78.png,sp_{t} < 0
2013/rit_42150_4.png,x ^ {3} - 3 x ^ {2} \sqrt {3} - 3 x + \sqrt {3}
2013/rit_42125_1.png,1 + \tan ^ {2} x
2013/rit_4265_3.png,a x + b y
2013/127_em_486.png,S_n = 12 S_{n-1} - 18 S_{n-2}
2013/123_em_363.png,l_1 = L_1 - \frac{M}{m}
2013/105_em_85.png,t_1= \frac{L}{c + V_p}
2013/103_em_18.png,B_1 = S_1(A_1)
2013/103_em_5.png,HR=\frac{P_{v}}{P_{v sat}}
2013/105_em_71.png,\mu_n = E[X^n]
2013/126_em_454.png,G=10 \log \left( {\frac{V_{s}}{V_{e}}} \right)^2 \mathrm{dB}
2013/125_em_438.png,w ^ \alpha = \frac{2}{\sqrt{3}} ( \mathrm{cos} ( \frac{\alpha \pi}{3} + \frac{\pi}{6} ) + w \mathrm{sin} \frac{\alpha \pi}{3} )
2013/rit_42100_2.png,\frac {\sqrt {4}} {2}
2013/123_em_385.png,\gamma=\frac{4 \pi^2 m V_0}{p_0 S^2 T^2}
2013/120_em_288.png,f(z)=a (z-z_0)+b+o(z-z_0)
2013/105_em_87.png,f = \frac{\sqrt{5}}{RC}
2013/104_em_37.png,I_A \leq I_B \leq I_C
2013/105_em_84.png,"H,H^{\prime},M"
2013/rit_420_3.png,9 ^ {9 ^ {9 ^ {9 ^ {9 ^ {9}}}}}
2013/106_em_115.png,R_d = R_f
2013/rit_4230_0.png,\frac {7} {6}
2013/115_em_136.png,"\frac{dA}{dt}= \{A,H\} =0"
2013/103_em_17.png,i=E( T_0)
2013/115_em_133.png,{f=F/(R T)}
2013/124_em_417.png,\frac {\Delta V} {V_0}
2013/rit_4255_4.png,b \leq x
2013/124_em_408.png,"B(L(S)),B(R(S))"
2013/rit_4210_0.png,\mathrm{sin} 9 - \mathrm{cos} 9
2013/rit_4260_4.png,\frac {1} {8}
2013/rit_4210_3.png,\frac {\pm \infty} {\pm \infty}
2013/124_em_412.png,P = \sum_{k = 0}^p ak X^k
2013/rit_4230_2.png,\frac {3} {7}
2013/rit_42125_3.png,\frac {z ^ {3} - 2 z + 1} {z ^ {5} + 3 z - 1}
2013/rit_42115_2.png,x ! ^ y \times y ! ^ x
2013/117_em_205.png,"pgcd(n,P) = 1"
2013/115_em_139.png,H_3(R)
2013/rit_42125_2.png,z \rightarrow z ^ {n}
2013/126_em_474.png,P(v_y^2)
2013/118_em_238.png,I=10
2013/104_em_59.png,S_n = X_1 + X_2 + \ldots + X_n
2013/122_em_339.png,n = \frac{L}{2} \sqrt{\frac{t}{c_o} }
2013/103_em_29.png,\mu e \frac{N}{L^2}=R^{-1}
2013/128_em_537.png,d \in EIC
2013/117_em_202.png,\Delta_r G^0_{T}
2013/117_em_200.png,1 + z = \frac{1}{\sqrt{1 - \frac{2 G M}{R c^2}}}
2013/117_em_210.png,F_{-n}(x)=-\frac 1{n-1}x^{-n+1} + Cste = -\frac1{n-1}\frac 1{x^{n-1}}
2013/126_em_472.png,"(k_2,l_2)"
2013/121_em_324.png,M\times N
2013/rit_4250_2.png,\sqrt {28}
2013/rit_4280_0.png,\frac {91} {48}
2013/rit_42105_3.png,\frac {a} {4}
2013/rit_4210_2.png,b \times h
2013/rit_42140_0.png,\forall a \in F
2013/105_em_69.png,P_1=P^\prime
2013/124_em_404.png,\frac{m+m^{\prime}}{n+n^{\prime}} < \frac{a}{b}
2013/124_em_398.png,L_0 = \int_0^{x_0} \sqrt {1 + \frac{9a^2}4 x} \mathrm d x
2013/rit_4285_3.png,b \leq a
2013/104_em_53.png,L_0
2013/rit_42145_2.png,+ \frac {\pi} {3}
2013/103_em_28.png,l=v t/2
2013/rit_42130_4.png,\int ^ {b} _ {a} x + z d z
2013/rit_4295_3.png,x ^ {4} + 8 x ^ {3} + 2 x ^ {2} - 8 x + 1
2013/104_em_34.png,|x - u| < \frac{a}{4}
2013/106_em_118.png,s = \frac{1}{2} + it
2013/126_em_464.png,a = p/q
2013/104_em_31.png,\int \mathrm dx = x + C
2013/126_em_456.png,N - G
2013/rit_42120_3.png,\mathrm{sin} 2 x = 2 \mathrm{sin} x \mathrm{cos} x
2013/103_em_27.png,\frac{m+m^{\prime}}{n+n^{\prime}} > \frac{a}{b}
2013/rit_4265_0.png,4 ^ {4 ^ {4}} + 3
2013/118_em_236.png,L/\log(L)
2013/rit_4295_4.png,a \sqrt {3}
2013/118_em_237.png,||{ r} - { r}_2||
2013/rit_42105_2.png,x ^ {5} + x + a
2013/116_em_181.png,"S_{20,w}"
2013/rit_42160_1.png,\int \limits ^ {b} _ {a} z + y d y
2013/rit_4220_0.png,a + h
2013/116_em_166.png,\lim_{x \rightarrow a}f(x) = l
2013/125_em_451.png,"\pm w( r, t)"
2013/128_em_530.png,\frac{1}{p^{\prime}} - \frac{1}{p} - C = 0
2013/120_em_285.png,u=x
2013/103_em_16.png,"(p_1, \ldots, p_N)"
2013/115_em_153.png,g(z)=z.u(z)
2013/118_em_230.png,1 = \frac{p e^{\frac {p}{q}}}{q}
2013/ritm_421_0.png,\mathrm{cos} x + \sqrt {- 1} \mathrm{sin} x
2013/104_em_30.png,dg = \frac{1}{|a|} da db
2013/127_em_498.png,H_n/T
2013/122_em_351.png,j({q})
2013/105_em_76.png,\frac{2s^2}{5t}x^5 + sx^4 + tx^3 + \frac{t^2}{2s}x^2 + \frac{t^3}{8s^2}x + a_0 = 0
2013/123_em_371.png,C_p=\frac{\gamma n R}{\gamma-1}
2013/128_em_526.png,v(x)
2013/128_em_525.png,d \times (-d^{\prime}) = (- dd^{\prime})
2013/115_em_156.png,u_n>M
2013/121_em_326.png,f(1/s)
2013/103_em_3.png,(E_{ij})
2013/125_em_447.png,I=a.A
2013/rit_4255_3.png,\sqrt {x y z}
2013/121_em_310.png,1024 \times  (10 + 256^1 + 256^2 + 256^3) = 17 247 250 432
2013/121_em_320.png,V_i = \frac{v_i}{v} = \frac{p_i}{p}
2013/rit_4290_4.png,\sqrt {3 + \sqrt {2}}
2013/123_em_367.png,(2-s)(-1/2) +(n-1)(1-s/2) = 0
2013/128_em_538.png,0 + 0 = Toto
2013/rit_42190_4.png,\sqrt {- 1} \times \sqrt {- 1}
2013/126_em_479.png,sp_{t}
2013/106_em_104.png,z=|z|\mathrm{e}^{i\theta}
2013/rit_42160_0.png,\mathrm{sin} 5 x = 16 \mathrm{sin} ^ {5} x - 20 \mathrm{sin} ^ {3} x + 5 \mathrm{sin} x
2013/rit_42110_0.png,- \sqrt {y}
2013/122_em_337.png,M(z)
2013/118_em_246.png,I_{1_{max}}
2013/104_em_47.png,u \in S
2013/106_em_113.png,a^{\prime} = \frac{a}{\sqrt{2}}
2013/103_em_13.png,m = \frac{A.k.R}{g}
2013/128_em_518.png,"\left\{ H,A \right\}"
2013/rit_42170_0.png,x ^ {4} - 4 x ^ {3} - 14 x ^ {2} - 4 x + 1
2013/115_em_131.png,v^je_j
2013/104_em_56.png,"a_2 = \frac{P[x_0, x_1] - P[x_1, x_2]}{x0 - x2} = P[x_0, x_1, x_2]"
2013/123_em_391.png,P^{k-1}
2013/rit_4220_2.png,\sqrt {13 h}
2013/120_em_297.png,"P(X_1, \ldots, X_N) = \frac{e^{-\frac{E}{k_B T}}}{\int dX_1 dX_2 \ldots}"
2013/rit_42190_2.png,\phi ^ {3} + 3 \phi ^ {2} + 18 \phi + 5 + 12
2013/rit_425_0.png,9 ! ^ 9
2013/rit_420_0.png,s (f)
2013/127_em_497.png,\mathrm{Var}[X_i] = \frac{\alpha_i (\alpha_0-\alpha_i)}{\alpha_0^2 (\alpha_0+1)}
2013/rit_42175_2.png,\sum _ {n \geq _ {0}} \frac {1} {x _ n}
2013/103_em_20.png,"E_1, \ldots, E_k"
2013/103_em_23.png,\Delta x=x^{\prime}-x
2013/127_em_495.png,"x(k,L)"
2013/126_em_453.png,\Delta d = c.\Delta t
2013/125_em_444.png,dE=uI\times dt
2013/rit_4230_1.png,\mathrm{sin} x \times \mathrm{cos} x
2013/103_em_11.png,T = T_{0} + \Delta T
2013/126_em_480.png,B = (2q+1)f(x_n) - (1+q)^2 f(x_{n-1}) + q^2 f(x_{n-2})
2013/122_em_334.png,I_c=f(V_{ce})
2013/116_em_180.png,\frac{P_i}{\gamma}+\frac{V_i^2}{2g}-\frac{P_v}{\gamma}
2013/115_em_144.png,(BT_B)
2013/rit_4285_1.png,\sqrt {a} \pm \sqrt {b} = \sqrt {a + b \pm 2 \sqrt {a b}}
2013/rit_4275_1.png,\int ^ {b} _ {a} \phi
2013/127_em_485.png,\left| q\right| >1
2013/126_em_459.png,"u_{N+1},v_{N+1}"
2013/105_em_66.png,\int_{b}^{a} f(x) \mathrm dx = -\int_{a}^{b} f(x) \mathrm dx
2013/116_em_184.png,E = F_e \times l = \frac {1}{2} m v^2
2013/117_em_213.png,v-u
2013/124_em_405.png,(p+q) \times (p+q)
2013/118_em_239.png,C^1(G)=G
2013/115_em_142.png,T_0(X)=1
2013/125_em_439.png,c.s^2
2013/123_em_390.png,T=1
2013/121_em_321.png,e^{2 \pi i b yr/N} = 1
2013/115_em_128.png,Li_s (z)
2013/129_em_543.png,\sum _{i=0}^{10} x_i
2013/rit_42120_2.png,\lim _ {x \rightarrow + \infty} \log _ {a} x = + \infty
2013/127_em_484.png,\frac{8\pi r}{q(r)}
2013/rit_42140_3.png,\pi - \theta
2013/121_em_305.png,k^2 = u.a^n + v
2013/103_em_8.png,\frac{1}{\sqrt{-2gy(1+{y^{\prime}}^2)}}=k
2013/126_em_455.png,(PA)
2013/105_em_77.png,V_i-V_o
2013/123_em_387.png,\lim_{x \rightarrow +\infty}f(x) = l
2013/122_em_348.png,T_{ij} = P a^2 \gamma_{ij}
2013/117_em_197.png,x = \sqrt{|a|} \times i
2013/rit_42185_0.png,lim _ {x \rightarrow 0} \frac {\mathrm{cos} (2 x) - 1} {x ^ {3} + 5 x ^ {2}}
2013/rit_42150_2.png,\theta + \frac {\pi} {2}
2013/rit_4245_3.png,7 \sqrt {7} - 3 \sqrt {3}
2013/121_em_318.png,\frac{P}{640}
2013/127_em_489.png,dx^{\mu}
2013/121_em_315.png,\frac{S_{a}}{S_{r}}
2013/116_em_171.png,i_A (t) = I_S \sqrt{2} \mathrm{cos} \alpha_S
2013/rit_42155_2.png,\beta _ {2 n}
2013/127_em_509.png,g(\theta) = G(\theta) - G
2013/117_em_201.png,o \in Nil(A)
2013/123_em_386.png,\Delta F < 0
2013/123_em_384.png,y_0 = G(x_0)= \frac{1}{4}
2013/118_em_240.png,I_d = I_i k_d \mathrm{sin} \theta
2013/rit_42145_1.png,\mathrm{cos} ^ {n} \theta
2013/rit_4275_4.png,\frac {a \sqrt{3}} {4}
2013/rit_42105_4.png,x \times \frac {a} {6} + y
2013/127_em_499.png,"C_S = R(b, a)"
2013/122_em_347.png,\Delta s^2 = c^2 \Delta t^2 - \left( \Delta x^2 + \Delta y^2 + \Delta z^2 \right) = c^2 \Delta t^2 -\Delta l^2
2013/115_em_130.png,N = (n-1)\times  10^6
2013/103_em_24.png,y=s x + t
2013/117_em_215.png,s_{j}(t)
2013/124_em_403.png,w_k^2 = |z|\mathrm{e}^{i\theta} \mathrm{e}^{2i\pi k} = z
2013/104_em_58.png,\sigma(0)=01
2013/rit_4220_4.png,- \frac {h ^ {2} _ {3} + h ^ {2} _ {2}} {h _ {3}} = \frac {h _ {3}} {h _ {3} h _ {0} - h _ {2} h _ {1}}
2013/118_em_229.png,f(N) =\{0_L \}
2013/127_em_500.png,"T_{f,x}"
2013/116_em_175.png,P>p+\frac{aq}{1-q}
2013/115_em_150.png,"e_{s}+1,\ldots,e_r"
2013/120_em_291.png,e ^ {a (-1 + 2w)} = w ^ {\frac{3 \sqrt{3} a}{\pi}}
2013/106_em_102.png,H_4^{(0)} = {0xc3d2e1f0}
2013/rit_4210_1.png,\frac {b h} {b + 2 h}
2013/117_em_199.png,v_1 = e^{\frac{-2i\pi}{9}}
2013/121_em_328.png,u_L = L \frac{di}{dt}
2013/106_em_119.png,Ext
2013/121_em_327.png,"e = 6,11 \times e^{5417,7530 \times ( (1/273,16) - (1/T_d) ) }"
2013/115_em_143.png,\frac {V}{T} = \frac {nR}{p}
2013/ritm_427_0.png,\mathrm{cos} c = \mathrm{cos} a \mathrm{cos} b + \mathrm{sin} a \mathrm{sin} 1 b \mathrm{cos} \gamma
2013/118_em_227.png,"L_v = 3335 - 2,91T"
2013/104_em_39.png,S_{max}=P\frac{\alpha}{1-\alpha}
2013/121_em_330.png,S = \frac1{\frac {1}{E} - \frac {1}{P}}
2013/124_em_396.png,E=\frac{a}{\frac bc}
2013/rit_4290_2.png,\sqrt {1 + x ^ {4}}
2013/rit_4265_2.png,\frac {x} {x}
2013/123_em_382.png,P_{sat(T)}
2013/123_em_368.png,L_2^{(\alpha)}(x) = \frac{x^2}{2} - (\alpha + 2)x + \frac{(\alpha+2)(\alpha+1)}{2}
2013/rit_42150_3.png,\frac {\pi} {7}
2013/115_em_134.png,\Delta H^0
2013/rit_4285_0.png,\mathrm{cos} x + 1
2013/116_em_178.png,[XY]=[X^{\prime}Y^{\prime}]
2013/121_em_331.png,E(s^2_{n}) = E(X)^2+V(X) - E(X)^2-\frac{1}{n}V(X)=\frac{n-1}{n}V(X)
2013/103_em_0.png,P = a_nX^n + a_{n-1}X^{n-1}+\ldots + a_1X + a_0
2013/rit_42180_0.png,\int d x
2013/127_em_511.png,g^{\prime}(b) = \frac {1}{ b}
2013/125_em_441.png,u = g \frac tv
2013/126_em_458.png,GL_m
2013/106_em_100.png,i.M
2013/122_em_353.png,\sum_{i=1}^m N_i = n \sum_{i=1}^m p_i = 1
2013/104_em_36.png,\left| x - \frac{a}{b} \right| \leq \frac{1}{\sqrt{5} b^2}
2013/124_em_414.png,t_0 = \frac{2}{3(1+w)} \frac{1}{H_0}
2013/123_em_362.png,M N = N M
2013/105_em_63.png,\frac{1}{T} \int_{-T/2}^{T/2} P(t) e^{-i \frac{2n\pi}{T}} dt=c_n(P) (1)
2013/rit_420_1.png,i ^ {\prime} < 0
2013/rit_42100_0.png,b _ {14}
2013/rit_42100_3.png,\frac {2 \pm \sqrt {2}} {4}
2013/128_em_512.png,"\sigma \in [\sigma_1,\sigma_2]"
2013/123_em_378.png,V_m = G\times V
2013/rit_4275_2.png,\frac {3} {4}
2013/rit_42130_1.png,lim _ {x \rightarrow 3} x ^ {2} = 9
2013/128_em_521.png,TN = \frac{n}{p}.{1000}
2013/118_em_245.png,S^1 \times R^{n-1}
2013/rit_4275_0.png,a b + b a
2013/rit_42120_0.png,\mathrm{cos} ^ {2} \theta _ {1}
2013/124_em_400.png,|f(x)|\leq p(x)
2013/115_em_146.png,p \neq q
2013/ritm_427_1.png,\sum x _ n
2013/122_em_342.png,H_6=X^6-15X^4+45X^2-15
2013/rit_4235_0.png,\frac {7} {5}
2013/115_em_155.png,s=n + \alpha
2013/120_em_296.png,|B-\beta|
2013/125_em_446.png,"T_0, T_1, \ldots, T_{r-2}, 1"
2013/106_em_94.png,4\pi^2aR
2013/118_em_224.png,C_{n+1}(E)=C_1 \left ( C_{n}(E)\right )
2013/rit_42170_1.png,x ^ {4} - 4 x ^ {2} + 2 + \sqrt {2}
2013/rit_42185_1.png,\lim_{a \rightarrow + \infty} \int ^ {a} _ {0} \frac {\mathrm{sin} (x)} {x} d x
2013/ritm_426_0.png,x ^ {3} + x ^ {2} \sqrt {7} + x - \frac {1} {\sqrt {7}}
2013/rit_420_2.png,M (0)
2013/127_em_510.png,S = \frac1{\frac {1}{P} - \frac {1}{E}}
2013/rit_42180_1.png,\int _ {1} ^ {2} x d x
2013/rit_4215_2.png,\frac {2} {3} h
2013/124_em_415.png,\sigma=1
2013/122_em_349.png,p = 2 \times l - q
2013/128_em_527.png,\frac{V_ts}{V_m}
2013/118_em_242.png,\frac{\mathrm{sin}{\theta}}{v}= \mathrm{Cste}
2013/rit_4245_0.png,\frac {b !} {b}
2013/rit_42135_2.png,L = \int ^ {\infty} _ {0} L _ {\lambda} d \lambda
2013/126_em_463.png,a^{p/q}
2013/117_em_196.png,\phi_A = \frac {M_0 L }{ 3 EI}
2013/rit_42170_4.png,\sum \limits _ {n \geq 0} a _ {n + 1} (n + 1) z ^ {n}
2013/105_em_68.png,\mathrm{card}(B^A) = 2^{\mathrm{card}(A)}
2013/105_em_64.png,1 + a(p)p^{-s} + a(p^2)p^{-2s} + \ldots
2013/123_em_369.png,H=\frac{(fd)}{c}
2013/rit_42120_1.png,\frac {1} {\mathrm{cos} ^ {2} \times}
2013/rit_4230_3.png,\frac {6} {3}
2013/rit_42140_2.png,a \neq b \neq c
2013/121_em_325.png,y \mathrm dx + x \mathrm dy = 0
2013/rit_4290_0.png,x ^ {3} + y ^ {3}
2013/106_em_97.png,P^iP_i = m^2 c^2 \frac{V^iV_i}{(\sqrt{V^jV_j} )^2} = m^2c^2
2013/122_em_360.png,"R = k[X_1 , \ldots, X_n ]"
2013/128_em_529.png,T_{\mathrm{moy}}=10
2013/116_em_159.png,I^{-1}
2013/rit_4235_2.png,6 \frac {\sqrt {3}} {4}
2013/116_em_185.png,y^2=-\sqrt{q}
2013/121_em_322.png,\mu=m_1-m
2013/rit_42175_0.png,\sum _ {k} 2 ^ {- k}
2013/117_em_191.png,q = w + x i + y j + z k
2013/104_em_49.png,"(v_1, \ldots, v_n)"
2013/rit_42180_2.png,\int _ {2} ^ {5} x ^ {2} d x
2013/117_em_203.png,pV = Nk_BT
2013/122_em_356.png,f^{\prime}\left(x\right)
2013/105_em_74.png,\alpha= 2 \sqrt { \frac {l(u)}{L}}
2013/122_em_338.png,p^{SA} > p^{AE}
2013/124_em_406.png,E_iE_j = 0
2013/104_em_44.png,"M_i(x_i,y_i)"
2013/124_em_411.png,V_r = V_i
2013/125_em_437.png,Id_A
2013/106_em_99.png,P_o ( \mathrm{cos} \theta ) = 1
2013/122_em_355.png,dB\left(V^\prime\right) = dB\left(V\right)
